RightArm,LeftArm,Torso,Mouth
139,496,342,1750
139,496,342,2023
139,496,342,1464
139,496,342,1763
139,496,342,1286
139,496,342,1460
139,496,342,1741
139,496,342,1741
139,496,342,1605
139,496,342,1630
139,496,342,1266
139,496,342,1222
139,496,342,1371
139,496,342,1482
139,496,342,1743
139,496,342,1743
139,496,342,1927
139,496,342,1329
139,496,342,1185
139,496,342,1533
139,496,342,1504
139,496,342,1475
139,496,342,1079
139,496,342,1297
139,496,342,1495
139,496,342,1428
139,496,342,1428
139,496,342,1191
139,496,342,950
139,496,342,1156
139,496,342,1385
139,496,342,896
139,496,342,1105
139,496,342,1105
139,496,342,1198
139,496,342,1525
139,496,342,1889
139,496,342,1305
139,496,342,1401
139,496,342,1086
139,496,342,1782
139,496,342,1782
139,496,342,1447
140,496,342,1214
140,496,342,1154
139,496,342,547
139,496,342,1386
139,496,342,1034
139,496,342,1006
139,496,342,1064
139,496,342,391
139,496,342,391
139,496,342,0
139,496,342,471
139,496,342,339
139,496,342,319
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,1204
139,496,342,1958
139,496,342,1802
139,496,342,2598
139,496,342,2418
139,496,342,2423
139,496,342,2423
139,496,342,2418
139,496,342,2534
139,496,342,2718
139,496,342,925
139,496,342,1086
139,496,342,632
139,496,342,814
139,496,342,961
139,496,342,1150
139,496,342,1150
139,496,342,1115
139,496,342,1162
139,496,342,643
139,496,342,544
139,496,342,573
139,496,342,1032
139,496,342,1263
139,496,342,1263
139,496,342,1193
139,496,342,488
139,496,342,439
139,496,342,556
139,496,342,431
139,496,342,2565
139,496,342,1791
139,496,342,1791
139,496,342,1423
139,496,342,790
139,496,342,929
139,496,342,838
139,496,342,799
139,496,342,799
139,496,342,686
139,496,342,861
139,496,342,1122
139,496,342,1038
139,496,342,782
139,496,342,782
139,496,342,792
139,496,342,872
139,496,342,906
139,496,342,799
139,496,342,852
139,496,342,986
139,496,342,856
139,496,342,784
139,496,342,1233
139,496,342,1233
139,496,342,809
139,496,342,1128
139,496,342,769
139,496,342,635
139,496,342,857
139,496,342,1049
139,496,342,1309
139,496,342,1309
139,496,342,903
139,496,342,1152
139,496,342,1107
139,496,342,1206
139,496,342,987
139,496,342,987
139,496,342,1331
139,496,342,1372
140,496,342,1214
140,496,342,1223
139,496,342,1105
139,496,342,929
139,496,342,1032
139,496,342,1032
139,496,342,869
139,496,342,1143
139,496,342,1527
139,496,342,1395
139,496,342,1074
139,496,342,659
139,496,342,659
139,496,342,833
139,496,342,609
139,496,342,533
139,496,342,370
139,496,342,0
139,496,342,613
139,496,342,503
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,2011
139,496,342,2197
139,496,342,2093
139,496,342,1196
139,496,342,557
139,496,342,429
139,496,342,429
139,496,342,547
139,496,342,791
139,496,342,2505
139,496,342,2417
139,496,342,2165
140,496,342,1518
140,496,342,711
139,496,342,711
139,496,342,664
139,496,342,767
139,496,342,647
139,496,342,811
139,496,342,1162
139,496,342,1383
139,496,342,758
139,496,342,758
139,496,342,729
139,496,342,852
139,496,342,788
139,496,342,729
139,496,342,784
139,496,342,928
139,496,342,1072
139,496,342,888
139,496,342,1682
139,496,342,1682
139,496,342,1516
139,496,342,1414
139,496,342,1053
139,496,342,1181
139,496,342,955
139,496,342,662
139,496,342,419
139,496,342,419
139,496,342,349
139,496,342,1151
139,496,342,1270
139,496,342,1417
139,496,342,1027
139,496,342,782
139,496,342,499
139,496,342,499
139,496,342,362
139,496,342,877
139,496,342,1511
139,496,342,2114
139,496,342,1958
139,496,342,2061
139,496,342,1858
139,496,342,1858
139,496,342,1939
139,496,342,1704
139,496,342,1592
139,496,342,1857
139,496,342,1557
139,496,342,1040
139,496,342,1238
139,496,342,618
139,496,342,618
139,496,342,1323
139,496,342,1107
139,496,342,1093
139,496,342,1039
139,496,342,916
139,496,342,954
139,496,342,1118
139,496,342,1161
139,496,342,1170
139,496,342,1170
139,496,342,1410
139,496,342,1342
139,496,342,1183
139,496,342,1080
139,496,342,1035
139,496,342,1300
139,496,342,1333
139,496,342,1333
139,496,342,1344
139,496,342,1197
139,496,342,1282
139,496,342,1329
139,496,342,1393
139,496,342,1093
139,496,342,1394
139,496,342,1253
139,496,342,1309
139,496,342,1093
139,496,342,1081
139,496,342,1081
139,496,342,1453
139,496,342,1509
139,496,342,1430
139,496,342,1330
139,496,342,925
139,496,342,796
139,496,342,875
139,496,342,700
139,496,342,700
139,496,342,596
139,496,342,531
139,496,342,466
139,496,342,440
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,880
139,496,342,1565
139,496,342,2011
139,496,342,2011
139,496,342,2171
139,496,342,1867
139,496,342,2516
139,496,342,3433
139,496,342,3241
139,496,342,2165
139,496,342,2924
139,496,342,2240
139,496,342,3328
139,496,342,2983
139,496,342,3963
139,496,342,4090
139,496,342,2087
139,496,342,1945
139,496,342,1945
139,496,342,1233
139,496,342,1436
139,496,342,1111
139,496,342,1014
139,496,342,734
139,496,342,675
139,495,342,417
139,495,342,1851
139,496,342,1851
139,496,342,1964
139,496,342,1754
139,496,342,2093
139,496,342,1883
139,496,342,709
139,496,342,783
139,496,342,2121
139,496,342,3002
139,496,342,2809
139,496,342,2809
139,496,342,2479
139,496,342,3376
139,496,342,3433
139,496,342,3776
139,496,342,3095
140,496,342,2749
140,496,342,2749
139,496,342,2277
139,496,342,2513
139,496,342,2734
139,496,342,2048
139,496,342,1624
139,496,342,1509
139,496,342,2336
139,496,342,3016
139,496,342,2459
139,496,342,2226
139,496,342,1977
139,496,342,1977
139,496,342,1647
139,496,342,1260
139,496,342,1985
139,496,342,2279
139,496,342,2244
139,496,342,1919
139,496,342,1919
139,496,342,2040
139,496,342,2372
139,496,342,2304
139,496,342,1898
139,496,342,1339
139,496,342,1459
139,496,342,1907
139,496,342,1907
139,496,342,2041
139,496,342,1882
139,496,342,1374
139,496,342,1182
139,496,342,1522
139,496,342,1262
139,496,342,1262
139,496,342,1559
139,496,342,2140
139,496,342,1910
139,496,342,1551
139,496,342,1617
139,496,342,1521
139,496,342,1534
139,496,342,1567
139,496,342,1523
139,496,342,1380
139,496,342,1380
139,496,342,1646
139,496,342,1287
139,496,342,1122
139,496,342,1349
139,496,342,1042
139,496,342,710
139,496,342,792
139,496,342,813
139,496,342,638
139,496,342,638
139,496,342,306
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,426
139,496,342,664
139,496,342,744
139,496,342,824
139,496,342,699
139,496,342,492
139,496,342,790
139,496,342,851
139,496,342,851
139,496,342,963
139,496,342,642
139,496,342,678
139,496,342,537
139,496,342,772
139,496,342,689
139,496,342,689
139,496,342,404
139,496,342,0
139,496,342,656
139,496,342,678
139,496,342,740
139,496,342,810
139,496,342,693
139,496,342,710
139,496,342,971
139,496,342,971
139,496,342,946
139,496,342,864
139,496,342,868
139,496,342,684
139,496,342,1107
139,496,342,896
139,496,342,860
139,496,342,656
139,496,342,656
139,496,342,1195
139,496,342,1726
139,496,342,1501
139,496,342,1586
139,496,342,1253
139,496,342,1400
139,496,342,1372
139,496,342,1491
139,496,342,1446
139,496,342,1446
139,496,342,1625
139,496,342,1444
139,496,342,1573
139,496,342,1752
139,496,342,1665
139,496,342,1525
139,496,342,1525
139,496,342,1651
139,496,342,1827
139,496,342,2101
139,496,342,1570
139,496,342,985
139,496,342,1482
139,496,342,1610
139,496,342,1610
139,496,342,1640
139,496,342,1360
139,496,342,1685
139,496,342,1989
139,496,342,1895
139,496,342,1495
139,496,342,1428
139,496,342,1534
139,496,342,1534
139,496,342,1539
139,496,342,1718
139,496,342,1951
139,496,342,2098
139,496,342,1935
139,496,342,1739
139,496,342,1562
139,496,342,1147
139,496,342,1147
139,496,342,985
139,496,342,968
139,496,342,1210
139,496,342,1363
139,496,342,1546
139,496,342,1559
139,496,342,1179
139,496,342,681
139,496,342,1251
139,496,342,1251
139,496,342,786
139,496,342,535
139,496,342,641
139,496,342,304
139,496,342,0
140,496,342,0
140,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
140,496,342,0
140,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,477
139,496,342,2195
139,496,342,2195
139,496,342,1730
139,496,342,1457
139,496,342,2120
139,496,342,1005
139,496,342,1508
139,496,342,1871
139,496,342,1358
139,496,342,1358
139,496,342,530
139,496,342,668
139,496,342,690
139,496,342,316
139,496,342,630
139,496,342,921
139,496,342,921
139,496,342,929
139,496,342,1289
139,496,342,1021
139,496,342,1183
139,496,342,1496
139,496,342,1533
139,496,342,1823
139,496,342,1713
139,496,342,1784
139,496,342,1092
139,496,342,1131
139,496,342,790
139,496,342,747
139,496,342,465
139,496,342,653
139,496,342,970
139,496,342,970
139,496,342,1772
139,496,342,2069
139,496,342,2255
139,496,342,2062
139,496,342,1194
139,496,342,1271
139,496,342,1865
139,496,342,1865
139,496,342,1147
139,496,342,1774
139,496,342,1839
139,496,342,2177
139,496,342,1609
139,496,342,2176
139,496,342,1838
139,496,342,2084
139,496,342,2084
139,496,342,1322
139,496,342,1944
139,496,342,1884
139,496,342,1432
139,496,342,2714
139,496,342,2446
139,496,342,1196
139,496,342,1196
139,496,342,1169
139,496,342,1848
139,496,342,2374
139,496,342,2434
139,496,342,2099
139,496,342,1116
139,496,342,1520
139,496,342,1030
139,496,342,1010
139,496,342,1686
139,496,342,1906
139,496,342,897
139,496,342,1315
139,496,342,1856
139,496,342,1883
139,496,342,1974
139,496,342,1974
139,496,342,1144
139,496,342,1385
139,496,342,1197
139,496,342,988
139,496,342,1350
139,496,342,845
139,496,342,823
139,496,342,823
139,496,342,1083
139,496,342,857
139,496,342,941
139,496,342,593
139,496,342,552
139,496,342,398
139,496,342,398
139,496,342,0
139,496,342,359
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,495,342,0
139,495,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,983
139,496,342,994
139,496,342,921
139,496,342,921
139,496,342,626
139,496,342,515
139,496,342,0
139,496,342,550
139,496,342,1258
139,496,342,1420
139,496,342,1225
139,496,342,1225
139,496,342,923
139,496,342,434
139,496,342,0
139,496,342,368
139,496,342,528
139,496,342,1161
139,496,342,1161
139,496,342,1125
139,496,342,1217
139,496,342,1516
139,496,342,1174
139,496,342,1040
139,496,342,812
139,496,342,1756
139,496,342,1756
139,496,342,2263
139,496,342,1559
139,496,342,749
139,496,342,587
139,496,342,375
139,496,342,1256
139,496,342,1489
139,496,342,1489
139,496,342,1722
139,496,342,1941
139,496,342,2500
139,496,342,1918
139,496,342,1433
139,496,342,1344
139,496,342,1344
139,496,342,998
139,496,342,1119
139,496,342,739
139,496,342,585
139,496,342,432
139,496,342,567
139,496,342,749
139,496,342,716
139,496,342,623
139,496,342,776
139,496,342,776
139,496,342,855
139,496,342,902
139,496,342,1001
139,496,342,1095
139,496,342,1102
139,496,342,1089
139,496,342,1089
139,496,342,1232
139,496,342,1450
139,496,342,1061
139,496,342,905
139,496,342,1112
139,496,342,1098
139,496,342,1263
139,496,342,1263
139,496,342,1277
139,496,342,1401
139,496,342,1367
139,496,342,1190
139,496,342,984
139,496,342,1731
139,496,342,1517
139,496,342,1248
139,496,342,1369
139,496,342,1369
139,496,342,1322
139,496,342,1417
139,496,342,1402
139,496,342,1325
139,496,342,1110
139,496,342,1245
139,496,342,1286
139,496,342,1286
139,496,342,907
139,496,342,949
139,496,342,671
139,496,342,551
139,496,342,344
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,341,0
139,496,341,0
139,496,341,0
139,496,341,0
139,496,341,0
139,496,341,0
139,496,341,0
139,496,341,0
139,496,341,0
139,496,341,0
139,496,341,0
139,496,341,0
139,496,341,0
139,496,341,0
139,496,341,0
139,496,341,390
139,496,341,745
139,496,341,1286
139,496,341,1468
139,496,341,1440
139,494,343,1361
139,494,343,1109
138,487,345,1505
138,487,345,1505
139,479,345,1888
139,479,345,1681
139,472,345,1749
139,472,345,1970
138,465,349,1882
138,465,349,2254
138,456,353,1861
138,456,353,1742
138,446,358,1645
138,446,358,1645
138,435,364,1481
138,435,364,2296
138,424,368,1882
138,424,368,1658
138,412,375,1575
138,412,375,2172
138,401,380,2030
138,401,380,1312
138,389,386,1544
138,389,386,1365
138,376,391,1365
138,376,391,1511
138,366,396,823
138,366,396,973
138,356,400,753
138,356,400,782
138,347,405,918
138,347,405,1270
138,339,408,1270
138,339,408,1446
138,334,410,1272
138,334,410,1229
138,332,412,1215
138,332,412,1106
138,332,412,1126
138,332,412,901
137,332,412,962
137,332,412,1238
138,334,412,1285
138,334,412,1300
138,334,409,1300
138,334,409,1034
139,335,409,814
139,335,409,1129
139,334,408,1652
139,334,408,1541
139,335,408,1190
139,335,408,1156
139,334,408,1156
139,334,408,1516
138,335,406,2549
138,335,406,1903
139,335,404,469
139,335,404,764
146,335,400,0
146,335,400,488
150,335,396,1253
150,335,396,1253
150,335,396,1615
157,336,391,1459
167,342,386,1236
167,342,386,1223
167,342,386,1261
179,357,380,1274
179,357,380,1337
190,372,371,1402
190,372,371,1328
205,385,364,1358
205,385,364,1447
218,398,358,1160
218,398,358,1249
231,408,353,1580
231,408,353,1580
242,416,351,1594
242,416,351,1166
253,423,348,1494
253,423,348,1076
266,430,345,956
266,430,345,1217
276,438,341,1056
276,438,341,1218
285,445,339,1218
285,445,339,1139
293,452,337,960
293,452,337,789
303,457,337,895
303,457,337,924
315,461,337,995
315,461,337,812
324,466,337,714
324,466,337,549
334,470,337,683
334,470,337,1230
341,475,337,1230
341,475,337,1292
345,477,338,1208
345,477,338,1293
346,478,338,1125
346,478,338,1189
345,477,338,1726
345,477,338,1474
340,478,338,1474
340,478,338,1690
337,476,337,1300
337,476,337,1746
332,476,336,1769
332,476,336,1502
322,475,331,1334
322,475,331,1334
313,475,326,1458
313,475,326,1398
305,474,321,1373
305,474,321,1118
295,472,315,1286
295,472,315,969
291,468,308,1031
291,468,308,1363
287,464,301,852
287,464,301,852
287,461,294,637
287,461,294,502
291,458,286,445
291,458,286,459
293,456,278,455
293,456,278,497
296,450,272,391
296,450,272,391
305,444,268,396
305,444,268,449
312,439,264,405
312,439,264,435
320,432,261,496
320,432,261,477
326,425,260,515
326,425,260,534
332,419,260,534
332,419,260,0
334,414,260,0
334,414,260,301
334,414,259,357
334,414,259,320
326,413,259,327
326,413,259,468
325,414,259,468
325,414,259,0
324,415,259,301
324,415,259,455
318,416,259,359
318,416,259,507
312,419,259,317
312,419,259,0
306,425,259,0
306,425,259,0
298,431,259,303
298,431,259,408
292,436,259,610
292,436,259,656
282,439,259,752
282,439,259,1059
272,443,259,1023
272,443,259,1079
268,444,259,1079
268,444,259,1108
259,444,259,1031
259,444,259,761
254,444,259,778
254,444,259,878
250,445,259,579
250,445,259,579
246,446,259,886
246,446,259,1094
241,450,259,947
241,450,259,892
236,451,258,666
236,451,258,740
231,452,255,844
231,452,255,844
227,452,252,533
227,452,252,839
227,451,248,731
227,451,248,985
226,450,245,857
226,450,245,1075
226,449,241,802
226,449,241,802
226,445,240,724
226,445,240,572
226,442,239,795
226,442,239,930
226,442,239,1002
223,439,237,907
223,439,237,749
218,436,234,919
218,436,234,857
210,434,231,857
210,434,231,1054
209,432,228,1140
209,432,228,1044
206,431,226,1011
206,431,226,521
205,430,225,1255
205,430,225,1255
205,429,225,868
205,429,225,658
204,430,225,481
204,430,225,546
203,431,225,320
203,431,225,377
198,432,225,590
198,432,225,823
189,434,226,823
189,434,226,424
186,441,226,652
186,441,226,0
180,446,227,0
180,446,227,0
178,453,227,0
178,453,227,0
174,457,227,0
174,457,227,0
169,461,227,0
169,461,227,0
165,466,227,0
165,466,227,0
161,471,227,0
161,471,227,0
160,475,227,0
160,475,227,0
159,480,227,0
159,480,227,0
159,482,227,0
159,482,227,0
160,482,228,0
160,482,228,0
157,482,227,0
157,482,227,0
153,482,228,0
153,482,228,0
151,482,228,0
151,482,228,0
149,482,228,0
149,482,228,0
148,482,227,0
148,482,227,0
148,482,228,0
148,482,228,0
148,482,227,0
148,482,227,0
146,482,227,0
146,482,227,0
145,484,227,0
145,484,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
143,487,228,0
143,487,228,0
144,487,227,0
144,487,227,0
143,487,227,0
143,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
145,487,227,0
145,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
145,487,227,0
145,487,227,0
145,487,227,0
145,487,227,0
144,487,227,0
144,487,227,0
145,487,227,0
145,487,227,0
144,487,227,0
144,487,227,0
145,487,227,0
145,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
145,487,227,0
145,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
145,487,227,0
145,487,227,0
145,487,227,0
145,487,227,0
145,487,227,0
145,487,227,0
144,487,227,0
144,487,227,0
145,487,227,0
145,487,227,0
144,487,227,0
144,487,227,0
145,487,227,0
145,487,227,0
144,487,227,0
144,487,227,0
145,487,227,0
145,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
145,487,227,0
145,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
145,487,227,0
145,487,227,0
144,487,227,0
144,487,227,0
145,487,227,0
145,487,227,0
145,487,227,0
145,487,227,0
145,487,227,0
145,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
145,487,227,0
145,487,227,0
145,487,227,0
145,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
144,487,227,0
145,487,227,0
145,487,227,0
145,487,227,0
145,487,227,0
